"grid_id","total_species","type1_freq","type2_freq","type3_freq","type4_freq","type5_freq","type6_freq"
3078,5,0.2,0,0,0,0.8,0
3079,3,0.333333333333333,0,0,0,0.666666666666667,0
3080,1,0,0,0,0,1,0
3426,2,0.5,0.5,0,0,0,0
3430,1,0,1,0,0,0,0
3431,1,0,1,0,0,0,0
3433,6,0.333333333333333,0.5,0,0.166666666666667,0,0
3437,4,0.5,0.5,0,0,0,0
3439,1,0,0,0,1,0,0
3440,9,0.444444444444444,0.111111111111111,0,0.444444444444444,0,0
3441,4,0,0.25,0,0.75,0,0
3442,9,0.222222222222222,0.222222222222222,0,0.555555555555556,0,0
3443,2,0,0.5,0,0.5,0,0
3444,6,0.5,0.333333333333333,0,0.166666666666667,0,0
3445,1,0,0,0,1,0,0
3449,18,0.166666666666667,0.333333333333333,0,0.388888888888889,0.0555555555555556,0.0555555555555556
3451,14,0.142857142857143,0.428571428571429,0,0.428571428571429,0,0
3452,13,0.230769230769231,0.384615384615385,0,0.230769230769231,0.153846153846154,0
3453,16,0.375,0.25,0,0.25,0.0625,0.0625
3455,7,0.142857142857143,0.142857142857143,0,0.285714285714286,0.428571428571429,0
3456,5,0.6,0.2,0,0,0.2,0
3457,19,0.315789473684211,0.263157894736842,0,0.0526315789473684,0.315789473684211,0.0526315789473684
3458,10,0.2,0.3,0,0.1,0.4,0
3459,12,0.25,0.25,0,0.166666666666667,0.333333333333333,0
3460,6,0.166666666666667,0.166666666666667,0,0,0.666666666666667,0
3461,7,0.285714285714286,0.142857142857143,0,0,0.571428571428571,0
3462,8,0.375,0.25,0,0,0.375,0
3463,1,0,0,0,0,1,0
3464,3,0.333333333333333,0,0,0,0.666666666666667,0
3465,6,0.166666666666667,0,0,0,0.666666666666667,0.166666666666667
3466,9,0.111111111111111,0,0,0.111111111111111,0.666666666666667,0.111111111111111
3467,9,0.222222222222222,0,0,0,0.666666666666667,0.111111111111111
3468,5,0.2,0,0,0,0.6,0.2
3469,5,0.2,0,0,0,0.6,0.2
3470,6,0.333333333333333,0,0,0,0.5,0.166666666666667
3471,3,0,0,0,0,0.666666666666667,0.333333333333333
3472,6,0.166666666666667,0,0,0,0.666666666666667,0.166666666666667
3473,1,0,0,0,0,1,0
3806,1,0,0,0,1,0,0
3820,1,0,1,0,0,0,0
3821,1,0,0,0,0,0,1
3830,3,0,0,0,1,0,0
3832,9,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0
3833,3,0,0.333333333333333,0,0.666666666666667,0,0
3834,6,0,0.5,0,0.5,0,0
3836,9,0.333333333333333,0.222222222222222,0,0.444444444444444,0,0
3837,11,0.363636363636364,0.272727272727273,0,0.363636363636364,0,0
3838,5,0,0.4,0,0.6,0,0
3840,7,0.142857142857143,0.428571428571429,0,0.428571428571429,0,0
3841,5,0,0.4,0,0.6,0,0
3842,10,0.2,0.4,0,0.4,0,0
3843,11,0.181818181818182,0.272727272727273,0,0.272727272727273,0.272727272727273,0
3844,21,0.285714285714286,0.333333333333333,0,0.380952380952381,0,0
3845,21,0.285714285714286,0.333333333333333,0,0.238095238095238,0.142857142857143,0
3846,7,0.428571428571429,0.571428571428571,0,0,0,0
3849,6,0.333333333333333,0.166666666666667,0,0.166666666666667,0.333333333333333,0
3850,2,0.5,0,0,0,0.5,0
3851,7,0.428571428571429,0.285714285714286,0,0,0.285714285714286,0
3852,11,0.363636363636364,0.363636363636364,0,0,0.181818181818182,0.0909090909090909
3853,4,0.25,0.25,0,0,0.5,0
3854,9,0.222222222222222,0.333333333333333,0,0.111111111111111,0.333333333333333,0
3857,1,1,0,0,0,0,0
3858,6,0.166666666666667,0.166666666666667,0,0,0.5,0.166666666666667
3859,5,0.2,0,0,0,0.8,0
3860,6,0.166666666666667,0,0,0,0.666666666666667,0.166666666666667
3861,4,0.25,0,0,0,0.75,0
3862,10,0.3,0,0,0,0.6,0.1
3863,5,0.2,0,0,0,0.8,0
3864,8,0.25,0,0,0,0.625,0.125
3865,1,0,0,0,0,1,0
3866,1,0,0,0,0,1,0
3867,3,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333
4210,1,0,1,0,0,0,0
4212,1,1,0,0,0,0,0
4225,1,0,0,0,1,0,0
4230,2,0,0,0,1,0,0
4232,8,0.125,0.375,0,0.5,0,0
4233,2,0,0,0,1,0,0
4234,3,0,0.666666666666667,0,0.333333333333333,0,0
4235,8,0.125,0.5,0,0.375,0,0
4236,11,0.181818181818182,0.272727272727273,0,0.454545454545455,0,0.0909090909090909
4237,5,0.2,0.2,0,0.6,0,0
4238,14,0.285714285714286,0.357142857142857,0,0.285714285714286,0.0714285714285714,0
4239,18,0.222222222222222,0.444444444444444,0,0.222222222222222,0.111111111111111,0
4240,8,0.375,0.5,0,0,0.125,0
4241,1,1,0,0,0,0,0
4243,1,1,0,0,0,0,0
4245,10,0.3,0.3,0,0.1,0.3,0
4246,16,0.3125,0.375,0,0.0625,0.25,0
4247,3,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
4248,1,0,1,0,0,0,0
4249,2,0.5,0,0,0,0,0.5
4250,1,0,0,0,0,1,0
4251,1,1,0,0,0,0,0
4252,8,0.375,0.125,0,0,0.375,0.125
4253,4,0.25,0,0,0,0.75,0
4254,2,0.5,0,0,0,0.5,0
4255,4,0.25,0,0,0,0.5,0.25
4256,2,0,0,0,0,1,0
4257,7,0.142857142857143,0,0,0,0.714285714285714,0.142857142857143
4259,1,0,0,0,0,1,0
4603,1,1,0,0,0,0,0
4621,3,0,0,0,1,0,0
4623,1,0,0,0,1,0,0
4624,4,0,0.25,0,0.75,0,0
4626,7,0,0.571428571428571,0,0.428571428571429,0,0
4627,3,0,0,0,1,0,0
4628,4,0.25,0.25,0,0.5,0,0
4629,9,0.222222222222222,0.111111111111111,0,0.444444444444444,0.111111111111111,0.111111111111111
4630,16,0.1875,0.375,0,0.375,0.0625,0
4631,14,0.214285714285714,0.214285714285714,0,0.357142857142857,0.214285714285714,0
4632,18,0.166666666666667,0.444444444444444,0,0.222222222222222,0.166666666666667,0
4633,10,0.2,0.3,0,0.3,0.2,0
4634,5,0.6,0.4,0,0,0,0
4635,1,1,0,0,0,0,0
4636,6,0.333333333333333,0,0,0.166666666666667,0.5,0
4637,3,0.666666666666667,0.333333333333333,0,0,0,0
4638,2,0.5,0,0,0,0.5,0
4639,18,0.333333333333333,0.277777777777778,0,0.111111111111111,0.277777777777778,0
4640,18,0.277777777777778,0.277777777777778,0,0.166666666666667,0.222222222222222,0.0555555555555556
4643,3,0,0.666666666666667,0,0.333333333333333,0,0
4644,1,1,0,0,0,0,0
4645,7,0.428571428571429,0,0,0,0.428571428571429,0.142857142857143
4646,10,0.3,0,0,0,0.6,0.1
4647,4,0.25,0,0,0,0.5,0.25
4648,1,0,0,0,0,1,0
4649,3,0,0,0,0,1,0
4650,3,0.333333333333333,0,0,0,0.666666666666667,0
4651,2,0,0,0,0,0.5,0.5
4819,1,0,0,1,0,0,0
4995,1,1,0,0,0,0,0
4996,1,0,1,0,0,0,0
5012,1,0,0,0,1,0,0
5017,3,0,0,0,1,0,0
5018,3,0,0,0,1,0,0
5020,1,0,0,0,1,0,0
5021,2,0,0,0,1,0,0
5022,5,0.2,0.2,0,0.4,0,0.2
5024,8,0.375,0.25,0,0.25,0.125,0
5025,10,0.2,0.2,0,0.4,0.2,0
5026,15,0.2,0.466666666666667,0,0.266666666666667,0.0666666666666667,0
5027,7,0.428571428571429,0.285714285714286,0,0.142857142857143,0.142857142857143,0
5028,3,0.666666666666667,0,0,0,0.333333333333333,0
5029,4,0.5,0.25,0,0,0.25,0
5030,13,0.230769230769231,0.307692307692308,0,0.153846153846154,0.307692307692308,0
5031,20,0.3,0.25,0,0.2,0.25,0
5032,7,0.428571428571429,0.285714285714286,0,0,0.285714285714286,0
5033,4,0.25,0,0,0,0.75,0
5034,10,0.3,0.2,0,0.2,0.3,0
5036,5,0,0.4,0,0,0.6,0
5040,1,0,0,0,0,0,1
5041,2,0,0,0,0,1,0
5042,2,0,0,0,0,0.5,0.5
5043,2,0,0,0,0,1,0
5045,1,0,0,0,0,1,0
5055,3,0.333333333333333,0,0,0,0.666666666666667,0
5056,2,0.5,0,0,0,0.5,0
5211,1,0,0,1,0,0,0
5409,1,0,0,0,1,0,0
5411,3,0,0,0,1,0,0
5412,3,0,0.333333333333333,0,0.666666666666667,0,0
5415,4,0.25,0,0,0.75,0,0
5416,6,0.333333333333333,0.166666666666667,0,0.5,0,0
5417,6,0.166666666666667,0.166666666666667,0,0.666666666666667,0,0
5418,4,0.5,0,0,0.5,0,0
5419,21,0.19047619047619,0.285714285714286,0.0476190476190476,0.285714285714286,0.19047619047619,0
5420,15,0.2,0.266666666666667,0.0666666666666667,0.266666666666667,0.2,0
5421,10,0.3,0.2,0,0.1,0.4,0
5422,9,0.333333333333333,0.222222222222222,0,0.222222222222222,0.222222222222222,0
5423,17,0.294117647058824,0.294117647058824,0.0588235294117647,0.176470588235294,0.176470588235294,0
5424,15,0.266666666666667,0.2,0,0.2,0.333333333333333,0
5425,1,1,0,0,0,0,0
5426,5,0.4,0,0,0.2,0.4,0
5427,11,0.181818181818182,0.181818181818182,0,0.0909090909090909,0.454545454545455,0.0909090909090909
5428,2,1,0,0,0,0,0
5430,1,1,0,0,0,0,0
5443,1,0,1,0,0,0,0
5448,2,0.5,0.5,0,0,0,0
5449,2,0.5,0,0,0,0.5,0
5450,1,0,0,0,0,0,1
5451,3,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333
5565,1,0,0,1,0,0,0
5566,1,1,0,0,0,0,0
5773,1,0,0,0,1,0,0
5777,1,1,0,0,0,0,0
5778,1,0,0,0,1,0,0
5779,1,0,1,0,0,0,0
5780,1,0,1,0,0,0,0
5802,1,0,0,0,1,0,0
5806,1,0,0,0,1,0,0
5807,1,0,0,0,1,0,0
5809,1,0,0,0,1,0,0
5810,5,0.4,0.2,0,0.4,0,0
5811,7,0.142857142857143,0.142857142857143,0,0.428571428571429,0.142857142857143,0.142857142857143
5812,13,0.153846153846154,0.384615384615385,0,0.384615384615385,0.0769230769230769,0
5813,4,0.25,0,0,0.25,0.5,0
5814,15,0.2,0.2,0,0.266666666666667,0.333333333333333,0
5815,22,0.227272727272727,0.272727272727273,0.0454545454545455,0.227272727272727,0.227272727272727,0
5816,10,0.4,0.3,0,0.1,0.2,0
5817,8,0.375,0.25,0,0.25,0.125,0
5818,13,0.230769230769231,0.230769230769231,0,0.153846153846154,0.384615384615385,0
5819,12,0.25,0.166666666666667,0,0.0833333333333333,0.333333333333333,0.166666666666667
5820,11,0.181818181818182,0.181818181818182,0,0,0.545454545454545,0.0909090909090909
5821,6,0.166666666666667,0,0,0,0.666666666666667,0.166666666666667
5842,1,0,0,0,0,1,0
5843,2,0,0,0,0,0.5,0.5
5844,4,0.25,0,0,0,0.5,0.25
5845,5,0.2,0.2,0,0,0.4,0.2
5846,1,0,1,0,0,0,0
5847,1,1,0,0,0,0,0
5960,1,0,0,1,0,0,0
5961,1,1,0,0,0,0,0
5985,1,0,0,1,0,0,0
5986,1,0,0,1,0,0,0
5993,1,0,1,0,0,0,0
5994,1,0,1,0,0,0,0
5997,1,0,0,1,0,0,0
6000,1,0,0,1,0,0,0
6169,1,0,0,0,1,0,0
6170,1,0,0,0,1,0,0
6172,1,0,0,0,1,0,0
6198,1,0,0,0,1,0,0
6200,3,0,0,0,1,0,0
6202,1,0,0,0,1,0,0
6203,4,0.25,0,0,0.5,0,0.25
6204,16,0.1875,0.25,0.0625,0.375,0.125,0
6205,7,0.285714285714286,0.285714285714286,0,0.428571428571429,0,0
6206,11,0.272727272727273,0.272727272727273,0,0.181818181818182,0.272727272727273,0
6207,1,0,0,0,0,1,0
6208,5,0.6,0,0,0,0.4,0
6209,19,0.210526315789474,0.210526315789474,0,0.263157894736842,0.263157894736842,0.0526315789473684
6210,9,0.333333333333333,0.222222222222222,0.111111111111111,0,0.222222222222222,0.111111111111111
6211,13,0.307692307692308,0.307692307692308,0,0.153846153846154,0.230769230769231,0
6212,12,0.416666666666667,0.166666666666667,0,0,0.416666666666667,0
6213,4,0.25,0,0,0,0.75,0
6214,3,0,0,0,0,1,0
6215,1,0,0,0,0,1,0
6217,1,0,0,0,0,1,0
6219,3,0.333333333333333,0,0,0,0.666666666666667,0
6220,1,0,0,0,0,1,0
6222,2,0.5,0,0,0,0.5,0
6229,1,0,0,0,0,1,0
6230,2,0.5,0,0,0,0.5,0
6231,1,0,0,0,0,1,0
6233,1,0,0,0,0,1,0
6235,1,0,0,0,0,1,0
6236,3,0,0,0,0,0.666666666666667,0.333333333333333
6237,1,0,0,0,0,1,0
6238,2,0,0,0,0,1,0
6239,2,0,0.5,0,0,0.5,0
6240,3,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333
6242,1,0,0,0,0,1,0
6243,1,1,0,0,0,0,0
6385,1,0,1,0,0,0,0
6386,1,0,0,1,0,0,0
6387,2,0,0.5,0.5,0,0,0
6388,1,0,0,1,0,0,0
6389,3,0,0.333333333333333,0.666666666666667,0,0,0
6390,2,0,0.5,0.5,0,0,0
6391,1,1,0,0,0,0,0
6393,1,0,0,1,0,0,0
6394,1,0,0,1,0,0,0
6395,1,0,0,1,0,0,0
6396,1,0,0,1,0,0,0
6567,1,0,0,0,1,0,0
6593,2,0,0,0,1,0,0
6594,1,0,0,0,1,0,0
6595,3,0,0,0,1,0,0
6596,6,0.333333333333333,0,0,0.666666666666667,0,0
6597,6,0.166666666666667,0,0,0.5,0,0.333333333333333
6598,1,1,0,0,0,0,0
6599,2,0,0,0,0.5,0,0.5
6600,9,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.444444444444444,0
6601,2,1,0,0,0,0,0
6602,1,0,0,0,0,1,0
6605,3,0.333333333333333,0,0,0,0.666666666666667,0
6606,7,0,0.285714285714286,0,0.285714285714286,0.428571428571429,0
6607,7,0.142857142857143,0,0,0,0.714285714285714,0.142857142857143
6608,8,0.25,0,0,0,0.75,0
6609,1,0,0,0,0,1,0
6610,1,1,0,0,0,0,0
6612,2,0.5,0,0.5,0,0,0
6613,3,0.333333333333333,0,0,0,0.666666666666667,0
6614,2,1,0,0,0,0,0
6623,3,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0
6624,5,0.2,0,0.2,0,0.6,0
6625,5,0.2,0,0,0.2,0.6,0
6630,2,0.5,0,0,0,0.5,0
6631,5,0.2,0,0.2,0.2,0.4,0
6632,2,0,0,0,0,1,0
6633,2,0.5,0,0,0,0.5,0
6635,4,0.25,0.25,0,0.25,0,0.25
6636,3,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0
6637,2,0.5,0,0,0.5,0,0
6638,1,1,0,0,0,0,0
6774,1,0,0,1,0,0,0
6779,1,0,0,1,0,0,0
6780,2,0,0.5,0.5,0,0,0
6782,2,0,0,1,0,0,0
6783,2,0,0,1,0,0,0
6784,3,0.333333333333333,0,0.666666666666667,0,0,0
6785,1,0,0,1,0,0,0
6786,2,0.5,0,0.5,0,0,0
6788,1,0,0,1,0,0,0
6789,1,0,0,1,0,0,0
6790,1,0,0,1,0,0,0
6933,1,0,0,0,1,0,0
6955,1,0,0,0,1,0,0
6987,2,0,0,0,1,0,0
6988,3,0,0,0,1,0,0
6989,2,0,0,0,1,0,0
6990,7,0.142857142857143,0,0,0.714285714285714,0.142857142857143,0
6991,6,0.166666666666667,0.666666666666667,0,0.166666666666667,0,0
6992,5,0.2,0.2,0.2,0,0.2,0.2
6993,1,0,0,0,0,1,0
6994,3,0,0,0,0.333333333333333,0.666666666666667,0
6995,1,0,0,0,0,1,0
6998,1,0,0,0,0,1,0
6999,6,0.166666666666667,0.333333333333333,0.166666666666667,0,0.333333333333333,0
7000,3,0,0,0,0,1,0
7001,5,0,0,0,0,1,0
7002,2,0,0,0,0,1,0
7004,1,0,0,1,0,0,0
7005,5,0.4,0,0.2,0,0.4,0
7006,2,0.5,0,0,0,0.5,0
7007,2,1,0,0,0,0,0
7009,3,0.666666666666667,0,0,0,0.333333333333333,0
7016,2,0,0,0,0,0.5,0.5
7017,5,0.2,0,0.2,0,0.6,0
7018,4,0,0,0,0.25,0.75,0
7023,1,0,0,0,0,1,0
7026,1,1,0,0,0,0,0
7027,1,1,0,0,0,0,0
7028,6,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667
7029,4,0.25,0.25,0,0.25,0,0.25
7030,1,1,0,0,0,0,0
7135,1,1,0,0,0,0,0
7136,1,1,0,0,0,0,0
7167,1,0,0,1,0,0,0
7168,1,0,0,1,0,0,0
7170,1,0,0,1,0,0,0
7171,1,0,0,1,0,0,0
7173,2,0,0.5,0.5,0,0,0
7174,2,0,0.5,0.5,0,0,0
7175,1,1,0,0,0,0,0
7176,2,0,0,1,0,0,0
7177,3,0,0.333333333333333,0.666666666666667,0,0,0
7178,2,0,0,1,0,0,0
7181,1,0,0,1,0,0,0
7182,1,0,0,1,0,0,0
7183,1,0,0,1,0,0,0
7380,3,0,0,0,1,0,0
7381,3,0,0,0,1,0,0
7382,6,0.333333333333333,0,0.166666666666667,0.5,0,0
7383,5,0.4,0,0,0.4,0.2,0
7384,3,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0
7385,1,0,0,0,1,0,0
7387,1,0,0,0,0,1,0
7388,1,0,0,0,0,1,0
7389,1,0,0,0,0,0,1
7390,1,0,0,0,0,1,0
7391,3,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333
7392,1,0,0,0,0,1,0
7393,5,0.2,0,0,0.2,0.6,0
7394,1,0,0,0,0,1,0
7395,2,0,0,0,0,1,0
7396,1,0,0,0,0,0,1
7397,1,0,0,1,0,0,0
7398,2,0.5,0,0,0,0.5,0
7399,1,0,0,0,0,1,0
7401,4,0.5,0,0.25,0,0.25,0
7402,1,1,0,0,0,0,0
7408,1,0,0,1,0,0,0
7409,1,0,0,1,0,0,0
7410,7,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.428571428571429,0
7411,9,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.333333333333333,0.111111111111111
7412,3,0,0,0,0,1,0
7420,1,1,0,0,0,0,0
